Tempo;Erro Little 60;Erro Little 80;Erro Little 95;Erro Little 99
100;0.00000000001254640836;-0.00000000000559019497;0.0000000000176356707;0.00000000000244426701
200;-0.00000000002685518474;0.00000000003042632812;0.00000000000447286652;0.00000000000802913291
300;0.00000000008622302872;0.00000000004975753143;-0.00000000010778933301;0.00000000005084643817
400;0.00000000013986478642;-0.00000000004974687329;-0.00000000003427302886;-0.00000000003545608251
500;0.00000000025072233178;-0.00000000030219116098;-0.00000000022263790811;0.00000000006691891485
600;0.00000000037864089641;-0.00000000024439117396;-0.00000000026736834968;0.0000000002630997642
700;0.00000000048470405467;-0.00000000036141489801;-0.00000000017532464369;0.00000000047127457492
800;0.00000000059421401133;-0.00000000013367129625;0.00000000011019984925;0.00000000047263881697
900;0.00000000070403771701;0.00000000033320057824;0.00000000052157922426;0.00000000016408563397
1000;0.0000000010863407951;0.0000000002389941578;0.00000000045955239614;0.00000000019911539084
1100;0.00000000128135968502;-0.00000000010607426049;0.00000000044273562594;-0.00000000014870238374
1200;0.00000000141806211218;0.00000000030441738019;0.0000000002913456143;-0.00000000032962077512
1300;0.00000000188431426018;0.00000000070260686158;-0.00000000015787016139;-0.00000000027881696951
1400;0.0000000017555561449;0.00000000016933832114;-0.00000000069011285575;-0.00000000040394354528
1500;0.00000000124932619805;0.00000000027743896069;-0.00000000041915271254;-0.00000000038693315219
1600;0.00000000125143939655;-0.00000000013264722654;-0.00000000030144597929;-0.00000000047327830544
1700;0.00000000105558495278;0.00000000008847989008;0.00000000009075051821;-0.00000000047756998356
1800;0.00000000115885856466;0.00000000006168310307;-0.00000000030718183552;-0.00000000091250740297
1900;0.00000000134780697714;0.00000000072039529897;-0.00000000027409896575;-0.00000000041704595333
2000;0.00000000123929755347;0.00000000098284180794;-0.00000000033518965381;0.00000000044016701395
2100;0.00000000111243481093;0.00000000142368028477;-0.00000000034069103094;-0.00000000039193537305
2200;0.00000000057069282633;0.00000000096954000384;-0.00000000068461858405;-0.00000000046740922244
2300;0.00000000114653997407;0.00000000120836940454;-0.00000000032495250935;0.00000000013959322587
2400;0.00000000187877802205;0.00000000156881618807;-0.0000000006251035245;0.00000000030667024475
2500;0.0000000018048764705;0.00000000039586200984;-0.00000000076323303233;-0.00000000003784350611
2600;0.00000000268683697513;0.00000000049399195845;0.00000000076550676908;0.00000000042284398205
2700;0.00000000190508209208;0.00000000071410743985;0.00000000140667566484;0.00000000147548462337
2800;0.00000000246189824082;0.00000000305059000283;0.00000000189847426668;0.00000000194275173726
2900;0.00000000195244598267;0.00000000278928657949;0.00000000137690392421;0.00000000220248352889
3000;0.00000000137551570134;0.00000000255860443943;0.00000000061941207719;0.0000000014867396203
3100;0.00000000134218769432;0.00000000366451713418;0.00000000020251889055;0.0000000021793198357
3200;0.00000000108247077968;0.00000000491842211403;-0.00000000073207218065;0.00000000239492692344
3300;0.00000000046175752111;0.0000000034465577059;-0.00000000317449888598;0.00000000268202882125
3400;0.00000000278171996548;0.00000000469678473891;-0.00000000349790596488;0.00000000119699450352
3500;0.00000000406436972966;0.0000000062997069783;-0.0000000048696193744;0.00000000213579198771
3600;0.00000000551787815439;0.00000000520244380908;-0.00000000593874460719;0.00000000152810741838
3700;0.00000000353866136393;0.00000000080933793001;-0.00000000798394950152;0.00000000142767930811
3800;0.00000000376662145918;-0.00000000072973405096;-0.00000000670968347549;0.00000000040857628392
3900;0.0000000027077953213;-0.00000000119747234351;-0.0000000077549699995;0.00000000043667114369
4000;0.00000000118742793376;-0.00000000250027198945;-0.00000000860768167854;0.00000000086512841335
4100;0.00000000088740215176;-0.00000000386433862687;-0.00000000802553401513;0.00000000174469505509
4200;0.00000000106504693953;-0.00000000367149288749;-0.00000001016438488932;0.00000000216886064663
4300;0.00000000172360592465;-0.00000000302537461749;-0.00000000960302415365;0.00000000211261408367
4400;0.0000000025142077309;-0.00000000445976189312;-0.00000000964959312455;0.00000000146246748045
4500;0.00000000274017786239;-0.00000000317982928877;-0.00000000966451807471;-0.00000000031090507946
4600;0.00000000275484901557;-0.00000000243733655481;-0.00000000988443460415;0.00000000072516570526
4700;0.00000000014260925774;-0.00000000141840983403;-0.00000000940108790815;0.00000000135986510941
4800;0.00000000156633395143;0.0000000006902096672;-0.00000000999277460778;0.00000000211211670376
4900;0.00000000543992562108;-0.00000000002411626454;-0.00000000822662116207;0.00000000093660901257
5000;0.00000000451230097731;-0.00000000028033797506;-0.00000001022256412853;0.00000000195073823761
5100;0.00000000328137095273;0.00000000221877227702;-0.00000000898435814634;0.00000000199466398954
5200;0.000000002177021452;0.00000000242579556442;-0.0000000049677417735;0.00000000380346421025
5300;0.00000000269841726741;0.00000000397189037216;-0.00000000485076867562;0.00000000290923196644
5400;0.00000000110593290081;0.00000000082478379682;-0.00000000444331504923;0.00000000461892568637
5500;0.00000000296151814183;-0.00000000035740344018;-0.00000000267324296033;0.0000000033772948882
